NH3,NO2,PM10,Lat,Lon,Station
0.51,2.46,10.268,52.875725,6.932432,NL10929
0.51,2.27,13.544,52.875725,6.932432,NL10929
0.51,3.21,-0.292,52.875725,6.932432,NL10929
0.5,4.59,2.972,52.875725,6.932432,NL10929
0.46,2.26,-0.544,52.875725,6.932432,NL10929
0.45,1.76,-0.676,52.875725,6.932432,NL10929
0.45,1.8,5.24,52.875725,6.932432,NL10929
0.45,1.43,18.572,52.875725,6.932432,NL10929
0.45,1.68,3.356,52.875725,6.932432,NL10929
0.51,1.94,5.744,52.875725,6.932432,NL10929
0.45,1.8,,52.875725,6.932432,NL10929
0.45,2.16,5.744,52.875725,6.932432,NL10929
0.45,1.78,13.292,52.875725,6.932432,NL10929
0.39,1.31,14.54,52.875725,6.932432,NL10929
0.39,1.77,,52.875725,6.932432,NL10929
0.45,,,52.875725,6.932432,NL10929
0.45,,18.812,52.875725,6.932432,NL10929
0.45,2.58,22.196,52.875725,6.932432,NL10929
0.45,1.75,19.184,52.875725,6.932432,NL10929
0.51,1.21,25.844,52.875725,6.932432,NL10929
0.51,1.49,25.724,52.875725,6.932432,NL10929
0.51,1.8,35.516,52.875725,6.932432,NL10929
0.51,2.53,33.26,52.875725,6.932432,NL10929
0.51,2.83,20.564,52.875725,6.932432,NL10929
0.51,3.03,26.72,52.875725,6.932432,NL10929
0.51,2.58,25.724,52.875725,6.932432,NL10929
0.51,2.27,22.7,52.875725,6.932432,NL10929
0.51,2.61,29.612,52.875725,6.932432,NL10929
0.45,1.74,21.452,52.875725,6.932432,NL10929
0.45,2.1,29.612,52.875725,6.932432,NL10929
0.45,2.4,25.22,52.875725,6.932432,NL10929
0.45,1.86,25.592,52.875725,6.932432,NL10929
0.45,1.63,16.796,52.875725,6.932432,NL10929
0.45,1.5,,52.875725,6.932432,NL10929
0.45,1.17,19.808,52.875725,6.932432,NL10929
0.45,1.38,20.696,52.875725,6.932432,NL10929
0.45,1.85,27.104,52.875725,6.932432,NL10929
0.45,2.34,13.652,52.875725,6.932432,NL10929
0.45,2.96,21.452,52.875725,6.932432,NL10929
0.45,3.7,4.988,52.875725,6.932432,NL10929
0.51,4.01,8.624,52.875725,6.932432,NL10929
0.58,5.14,21.452,52.875725,6.932432,NL10929
0.64,4.37,15.284,52.875725,6.932432,NL10929
0.7,3.17,16.172,52.875725,6.932432,NL10929
0.7,2.61,17.552,52.875725,6.932432,NL10929
0.7,3.09,28.856,52.875725,6.932432,NL10929
0.39,5.8,15.416,52.875725,6.932432,NL10929
0.39,6.7,11.516,52.875725,6.932432,NL10929
0.39,5.99,7.748,52.875725,6.932432,NL10929
0.39,5.4,12.152,52.875725,6.932432,NL10929
0.4,7.18,11.396,52.875725,6.932432,NL10929
0.43,6.49,16.796,52.875725,6.932432,NL10929
0.45,6.14,11.264,52.875725,6.932432,NL10929
0.45,6.09,13.784,52.875725,6.932432,NL10929
0.51,5.93,,52.875725,6.932432,NL10929
0.51,5.88,6.992,52.875725,6.932432,NL10929
0.58,6.13,10.016,52.875725,6.932432,NL10929
0.58,9.34,6.236,52.875725,6.932432,NL10929
0.7,9.46,16.04,52.875725,6.932432,NL10929
0.77,8.55,-1.3,52.875725,6.932432,NL10929
1.14,6.36,-3.688,52.875725,6.932432,NL10929
2.45,7.83,16.04,52.875725,6.932432,NL10929
3.45,6.81,16.172,52.875725,6.932432,NL10929
3.01,5.6,42.56,52.875725,6.932432,NL10929
2.39,5.09,11.516,52.875725,6.932432,NL10929
2.45,7.95,15.164,52.875725,6.932432,NL10929
2.45,6.87,16.172,52.875725,6.932432,NL10929
1.89,15.55,25.22,52.875725,6.932432,NL10929
1.58,10.44,25.844,52.875725,6.932432,NL10929
1.33,18.8,13.148,52.875725,6.932432,NL10929
1.14,9.4,10.016,52.875725,6.932432,NL10929
1.01,9.01,1.844,52.875725,6.932432,NL10929
1.14,16.78,15.032,52.875725,6.932432,NL10929
1.39,19.41,30.368,52.875725,6.932432,NL10929
1.2,17.31,20.564,52.875725,6.932432,NL10929
1.26,16.14,17.672,52.875725,6.932432,NL10929
1.33,15.41,28.112,52.875725,6.932432,NL10929
1.67,19.55,26.6,52.875725,6.932432,NL10929
1.83,18.89,16.796,52.875725,6.932432,NL10929
2.14,21.36,,52.875725,6.932432,NL10929
2.64,20.14,27.728,52.875725,6.932432,NL10929
2.33,17.74,22.832,52.875725,6.932432,NL10929
1.89,17.83,21.944,52.875725,6.932432,NL10929
1.95,17.54,13.532,52.875725,6.932432,NL10929
2.58,19.44,12.776,52.875725,6.932432,NL10929
4.14,22.53,27.86,52.875725,6.932432,NL10929
4.76,25.37,20.192,52.875725,6.932432,NL10929
4.89,30.31,24.08,52.875725,6.932432,NL10929
5.13,44.4,34.772,52.875725,6.932432,NL10929
3.75,47.24,39.668,52.875725,6.932432,NL10929
2.89,51.86,26.096,52.875725,6.932432,NL10929
2.37,46.0,35.516,52.875725,6.932432,NL10929
1.95,42.95,18.56,52.875725,6.932432,NL10929
1.89,38.01,28.112,52.875725,6.932432,NL10929
1.89,33.7,6.368,52.875725,6.932432,NL10929
1.77,34.79,28.364,52.875725,6.932432,NL10929
1.9,30.32,8.252,52.875725,6.932432,NL10929
1.89,34.8,25.34,52.875725,6.932432,NL10929
2.01,27.88,36.404,52.875725,6.932432,NL10929
2.33,30.3,57.392,52.875725,6.932432,NL10929
2.45,29.59,94.46,52.875725,6.932432,NL10929
2.75,37.21,49.472,52.875725,6.932432,NL10929
4.65,42.33,24.212,52.875725,6.932432,NL10929
4.76,38.9,30.368,52.875725,6.932432,NL10929
5.35,39.52,,52.875725,6.932432,NL10929
6.89,40.57,38.408,52.875725,6.932432,NL10929
7.02,41.4,27.356,52.875725,6.932432,NL10929
7.84,45.37,16.796,52.875725,6.932432,NL10929
8.14,47.28,34.136,52.875725,6.932432,NL10929
8.18,47.96,40.424,52.875725,6.932432,NL10929
7.64,47.31,34.136,52.875725,6.932432,NL10929
7.43,46.19,25.472,52.875725,6.932432,NL10929
7.02,46.49,27.86,52.875725,6.932432,NL10929
6.52,47.65,32.132,52.875725,6.932432,NL10929
5.62,49.39,37.412,52.875725,6.932432,NL10929
5.02,51.71,30.368,52.875725,6.932432,NL10929
5.2,53.11,35.648,52.875725,6.932432,NL10929
5.64,55.85,39.92,52.875725,6.932432,NL10929
6.16,55.9,45.2,52.875725,6.932432,NL10929
6.83,59.95,43.94,52.875725,6.932432,NL10929
7.45,62.98,39.92,52.875725,6.932432,NL10929
8.97,65.09,42.932,52.875725,6.932432,NL10929
9.26,62.35,41.432,52.875725,6.932432,NL10929
9.02,61.98,39.416,52.875725,6.932432,NL10929
3.83,57.59,37.16,52.875725,6.932432,NL10929
4.76,53.82,,52.875725,6.932432,NL10929
5.14,50.52,40.676,52.875725,6.932432,NL10929
5.27,46.73,41.684,52.875725,6.932432,NL10929
5.33,41.7,36.908,52.875725,6.932432,NL10929
5.2,39.31,50.984,52.875725,6.932432,NL10929
5.14,41.04,40.172,52.875725,6.932432,NL10929
5.18,42.86,46.208,52.875725,6.932432,NL10929
5.14,43.52,47.708,52.875725,6.932432,NL10929
4.61,43.23,40.676,52.875725,6.932432,NL10929
4.01,43.77,38.912,52.875725,6.932432,NL10929
3.83,41.65,35.648,52.875725,6.932432,NL10929
3.64,33.75,24.332,52.875725,6.932432,NL10929
3.39,34.16,19.064,52.875725,6.932432,NL10929
3.2,35.08,28.856,52.875725,6.932432,NL10929
3.11,34.4,21.32,52.875725,6.932432,NL10929
2.95,33.09,17.552,52.875725,6.932432,NL10929
2.77,32.96,15.284,52.875725,6.932432,NL10929
2.7,31.84,16.292,52.875725,6.932432,NL10929
2.55,32.6,9.512,52.875725,6.932432,NL10929
2.45,30.34,12.776,52.875725,6.932432,NL10929
2.45,29.51,24.08,52.875725,6.932432,NL10929
2.45,29.22,14.78,52.875725,6.932432,NL10929
2.45,29.53,19.808,52.875725,6.932432,NL10929
2.45,32.42,9.764,52.875725,6.932432,NL10929
2.45,34.27,10.016,52.875725,6.932432,NL10929
2.39,33.96,,52.875725,6.932432,NL10929
2.39,26.08,21.32,52.875725,6.932432,NL10929
2.45,15.68,13.028,52.875725,6.932432,NL10929
2.45,13.98,10.76,52.875725,6.932432,NL10929
2.52,18.59,12.644,52.875725,6.932432,NL10929
2.52,16.0,25.472,52.875725,6.932432,NL10929
2.58,14.15,7.376,52.875725,6.932432,NL10929
2.62,8.49,9.512,52.875725,6.932432,NL10929
2.27,3.24,9.512,52.875725,6.932432,NL10929
1.95,4.91,7.748,52.875725,6.932432,NL10929
1.89,7.05,13.904,52.875725,6.932432,NL10929
1.83,6.46,11.264,52.875725,6.932432,NL10929
1.77,5.36,9.764,52.875725,6.932432,NL10929
1.7,4.14,13.028,52.875725,6.932432,NL10929
1.64,9.39,20.564,52.875725,6.932432,NL10929
1.77,11.36,7.748,52.875725,6.932432,NL10929
1.67,3.64,0.212,52.875725,6.932432,NL10929
1.7,3.73,12.272,52.875725,6.932432,NL10929
1.7,2.06,7.244,52.875725,6.932432,NL10929
1.64,1.78,14.78,52.875725,6.932432,NL10929
1.58,1.7,11.012,52.875725,6.932432,NL10929
1.58,1.66,13.784,52.875725,6.932432,NL10929
1.45,1.81,5.492,52.875725,6.932432,NL10929
1.38,1.7,2.972,52.875725,6.932432,NL10929
1.39,3.43,,52.875725,6.932432,NL10929
1.45,3.91,8.12,52.875725,6.932432,NL10929
1.58,2.68,8.504,52.875725,6.932432,NL10929
1.7,2.58,0.584,52.875725,6.932432,NL10929
1.77,1.75,13.4,52.875725,6.932432,NL10929
1.7,2.08,5.864,52.875725,6.932432,NL10929
1.58,2.58,10.388,52.875725,6.932432,NL10929
1.33,4.07,11.144,52.875725,6.932432,NL10929
1.2,5.41,0.08,52.875725,6.932432,NL10929
1.08,6.3,2.096,52.875725,6.932432,NL10929
1.08,5.61,6.116,52.875725,6.932432,NL10929
1.01,4.06,15.284,52.875725,6.932432,NL10929
1.01,5.16,14.54,52.875725,6.932432,NL10929
0.96,4.76,10.76,52.875725,6.932432,NL10929
1.01,3.92,24.332,52.875725,6.932432,NL10929
1.08,7.49,13.4,52.875725,6.932432,NL10929
1.08,9.05,19.808,52.875725,6.932432,NL10929
1.08,12.96,25.088,52.875725,6.932432,NL10929
1.2,17.81,17.168,52.875725,6.932432,NL10929
1.24,16.65,21.692,52.875725,6.932432,NL10929
1.26,20.94,28.484,52.875725,6.932432,NL10929
1.33,15.85,11.144,52.875725,6.932432,NL10929
1.26,18.75,14.156,52.875725,6.932432,NL10929
1.33,18.58,12.272,52.875725,6.932432,NL10929
1.39,17.14,19.808,52.875725,6.932432,NL10929
1.58,9.75,,52.875725,6.932432,NL10929
1.83,4.09,11.768,52.875725,6.932432,NL10929
1.26,2.05,17.924,52.875725,6.932432,NL10929
1.24,3.16,10.016,52.875725,6.932432,NL10929
1.26,4.47,21.32,52.875725,6.932432,NL10929
1.2,4.32,15.284,52.875725,6.932432,NL10929
1.14,2.7,19.064,52.875725,6.932432,NL10929
1.14,2.61,15.284,52.875725,6.932432,NL10929
1.14,2.6,20.564,52.875725,6.932432,NL10929
1.14,1.62,17.168,52.875725,6.932432,NL10929
1.08,1.81,19.436,52.875725,6.932432,NL10929
1.08,1.87,16.424,52.875725,6.932432,NL10929
1.08,1.91,19.064,52.875725,6.932432,NL10929
1.08,1.52,19.436,52.875725,6.932432,NL10929
1.01,1.78,13.784,52.875725,6.932432,NL10929
1.01,2.63,19.808,52.875725,6.932432,NL10929
1.01,2.55,19.808,52.875725,6.932432,NL10929
0.95,2.71,16.424,52.875725,6.932432,NL10929
0.95,3.04,28.856,52.875725,6.932432,NL10929
0.95,3.35,18.68,52.875725,6.932432,NL10929
0.95,4.01,25.844,52.875725,6.932432,NL10929
0.95,3.98,,52.875725,6.932432,NL10929
0.89,3.6,-0.544,52.875725,6.932432,NL10929
0.95,4.72,7.748,52.875725,6.932432,NL10929
1.08,2.99,16.796,52.875725,6.932432,NL10929
1.08,3.47,13.028,52.875725,6.932432,NL10929
1.08,3.36,25.088,52.875725,6.932432,NL10929
1.01,2.31,10.016,52.875725,6.932432,NL10929
0.89,2.76,,52.875725,6.932432,NL10929
0.83,2.42,7.376,52.875725,6.932432,NL10929
0.83,2.29,3.728,52.875725,6.932432,NL10929
0.83,1.93,-0.928,52.875725,6.932432,NL10929
0.83,1.93,9.632,52.875725,6.932432,NL10929
0.83,2.18,8.504,52.875725,6.932432,NL10929
0.77,1.77,7.376,52.875725,6.932432,NL10929
0.77,1.64,3.596,52.875725,6.932432,NL10929
0.77,2.13,13.784,52.875725,6.932432,NL10929
0.7,1.54,12.02,52.875725,6.932432,NL10929
0.7,1.68,5.108,52.875725,6.932432,NL10929
0.64,1.75,8.504,52.875725,6.932432,NL10929
0.64,3.98,17.168,52.875725,6.932432,NL10929
0.7,6.57,8.876,52.875725,6.932432,NL10929
0.7,9.87,15.284,52.875725,6.932432,NL10929
0.77,10.89,17.168,52.875725,6.932432,NL10929
0.83,7.27,5.108,52.875725,6.932432,NL10929
0.83,6.09,10.76,52.875725,6.932432,NL10929
0.83,2.26,,52.875725,6.932432,NL10929
0.83,2.26,2.852,52.875725,6.932432,NL10929
0.83,3.21,9.26,52.875725,6.932432,NL10929
0.83,3.2,6.236,52.875725,6.932432,NL10929
0.77,3.67,11.9,52.875725,6.932432,NL10929
0.7,3.22,-1.3,52.875725,6.932432,NL10929
0.7,4.61,4.736,52.875725,6.932432,NL10929
0.7,5.31,6.992,52.875725,6.932432,NL10929
